Nama Usaha;Alamat;Kdkec;Kddesa
HENRI H SAMOSIR;AMBARITA;Simanindo;Siallagan Pindaraya
GERHAD NADEAK;SIOPAT SOSOR, PANGURURAN KAB. SAMOSIR;Pangururan;Siopat Sosor
MANOGAR NADEAK;JALAN RONNGUR NIHUTA;Pangururan;Pardomuan I
DERLINA SIHOTANG;DUSUN III;Harian;Hariara Pohan
SORMIDA SIMAIBANG;DUSUN II LBN. TONGA-TONGA;Sianjur Mulamula;Bonan Dolok
LUSIANA NAIBAHO;KAMENTE;Palipi;Sigaol Marbun
JULYO REDONDO NAIBAHO;JL. TELE;Pangururan;Siogung - Ogung
DEDY SUGIANTO NAIBAHO;LUMBAN HARIARA;Pangururan;Pardomuan I
EFINDO PARNINGOTAN SIMBOLON;JL, HUTA GINJANG;Simanindo;Hutaginjang
RAJASONANG;Sijaliman Dusun II;Pangururan;Huta Namora
NAOMI FRISKILA NAIBAHO;TURPUK LIMBONG, TURPUK LIMBONG, HARIAN;Harian;Turpuk Limbong
MARTA LISE PUNG;JL PUTRI LOPIAN KELURAHAN PARDOMUAN I KECAMATAN PANGURUAN KABUPATEN SAMOSIR;Pangururan;Pardomuan I
DEDDY HERMAN SIDABUTAR;AMBARITA;Simanindo;Ambarita
NURITA SIMBOLON;UPA HODA;Pangururan;Huta Tinggi
MIKAEL SINAGA;PARRAUAN;Sitio-tio;Parsaoran
BARITA SIMBOLON;JABI-JABI;Ronggur Nihuta;Ronggur Ni Huta
Rosinta kristina sinaga;Peabang;Sianjur Mulamula;Boho
TIARMIN NADEAK;HASINGGAAN;Sianjur Mulamula;Hasinggahan
warung kelontong tamba (SUKANDA TAMBA);SITOHANG;Palipi;Parsaoran Urat
RAPMA SITANGGANG;PASAR NAINGGOLAN;Nainggolan;Siruma Hombar
HENGKY SIHOMBING;OMPURATUS;Palipi;Gorat Pallombuan
TOMSON SIMBOLON;JLN. DR. F LBN TOBING ;Pangururan;Pardomuan I
Elvrida neheimia  girsang;Dusun L Bong Bong;Harian;Hariara Pintu
LASBEN AMBARITA;LUMBAN SINAGA, TOMOK, SIMANINDO;Simanindo;Tomok
SAHAT PARULIAN MARPAUNG;TUK TUK SIADONG;Simanindo;Tuk-Tuk Siadong
GLORIA KALITYA SINAGA;SIMANUK MANUK;Palipi;Pardomuan Nauli
CANDI MULIADI SITUMORANG;PINAL;Sianjur Mulamula;Hasinggahan
LAMBOK SIRINGORINGO;SIPINGGAN;Nainggolan;Sipinggan
Sumiaty sianipar;Kamente;Palipi;Sigaol Marbun
ROLDYES SIMBOLON;SAMPEAN;Palipi;Sigaol Simbolon
ELSHA T.A. SIMBOLON ;PEKAN INPRES;Pangururan;Pardomuan I
NASIB RUDI M.T.SIGALINGGING;LUMBAN SILO;Pangururan;Parsaoran I
SAKLUM NOVENTUS SIMALANGO;UPAHODA;Pangururan;Pardomuan I
REFEL SIDABUTAR;TOMOK BOLON, TOMOK PARSAORAN, SIMANINDO;Simanindo;Tomok Parsaoran
DELVI SAGALA;URUK HUTA;Sitio-tio;Sabulan
DAMERIA TERESIA NADEAK;LUMBAN BARINGIN ;Pangururan;Sianting - Anting
JENYEVRA SINAGA;JL. RONGGUR NI HUTA;Pangururan;Pardomuan I
JUNIATY LUMBANTOBING ;HARIARA TOLU;Pangururan;Parsaoran I
ELIEZER LEONARDO SINAGA;SIALAMAN, SINAGA URUK PANDIANGAN, NAINGGOLAN, SAMOSIR;Nainggolan;Sinaga Uruk Pandiangan
AJAI K SITANGGANG;LUMBAN SANGKALAN;Pangururan;Panampangan
TUTUR MALINDA NAINGGOLAN;PARBABA;Pangururan;Huta Bolon
GERMAN MANURUNG;DUSUN II AMBARITA, AMBARITA, SIMANINDO;Simanindo;Ambarita
WILTER HUTASOIT;JL. DR. HADRIANUS SINAGA;Pangururan;Pardomuan I
JYMMY LOYS SILALAHI;SAIT NIHUTA, SAITNIHUTA, PANGURURAN;Pangururan;Sait Ni Huta
Zainab;Perbatasan;Harian;Hariara Pintu
ESRA E SINAGA;SAGALA;Sianjur Mulamula;Ginolat
ADRIANUS A.J. NADEAK;TANJUNG BUNGA;Pangururan;Tanjung Bunga
ERNITA SINURAT;LUMBAN SINURAT;Ronggur Nihuta;Salaon Toba
JADIAMAN SIBATUARA;SOSOR PASIR;Onan Runggu;Pakpahan
JUDENTUA MANIK;RONGGUR NIHUTA;Ronggur Nihuta;Ronggur Ni Huta
POLTAK SAMRON NAIBAHO;UPAH HODA;Pangururan;Pintusona
HOTMAULI MARTUA SIMBOLON;KAMENTE;Palipi;Sigaol Marbun
SAUT LIMBONG;SOSOR;Sianjur Mulamula;Aek Sipitudai
ERIKA KABENNI SIHOMBING;GORAT OP.RATUS;Palipi;Gorat Pallombuan
Bunga sirait;Bong Bong;Harian;Hariara Pintu
PETRUS SUGIYANTO NAINGGOLAN;JL. PUTRI LOPIAN ;Pangururan;Pardomuan I
KIMROBEL HUTABALIAN;PAGAR SINONDI;Nainggolan;Toguan Galung
LAMRIA MALAU;SIMANINDO, DESA SIMANINDO;Simanindo;Simanindo
BERNO SANDO SILALAHI;SIBUNTUON II;Palipi;Simbolon Purba
FIRDAUS AHMAD SIALLAGAN ;SANGKAL;Simanindo;Simanindo Sangkal
NATALIA KRISTINA MALAU;JL. RONGGUR NI HUTA;Pangururan;Pardomuan I
SOFYAN;upahoda;Pangururan;Pardomuan I
FORMEN SITUMORANG ;SOSOR TALA, KEL. PANANGGANAN II, KEC. NAINGGOLAN, ;Nainggolan;Pananggangan II
SUSYANA LUMBANRAJA;SIARSAM;Onan Runggu;Harian
HERLIDYA PANDIANGAN;LUMBAN PASIR;Palipi;Palipi
NOVITA KRISTIYANI SAGALA;LUMBAN JANJI, GINOLAT, SIANJAR MULA-MULA;Sianjur Mulamula;Ginolat
PARLUASAN PLINIUS SITUMORANG;RANGSANG BOSI;Sitio-tio;Buntu Mauli
Maslan sihombing;Perbatasan;Harian;Hariara Pintu
MANOGA ULI SINAGA;JL. NAHUM SITUMORANG;Pangururan;Pardomuan I
TJIPTA DJAJA;JL. DR. HADRIANUS SINAGA;Pangururan;Pintusona
FITRI DEWI GINTING;BELAKANG TERMINAL ONAN BARU;Pangururan;Pardomuan I
JOHN FRENKI SITINJAK;JANJI RAJA;Sitio-tio;Janji Raja
SENDE RENALDUS SINAGA;LUMBAN SINAGA;Simanindo;Parbalohan
FRISKA SIMANJUNTAK;HATOGUAN;Palipi;Hatoguan
M MAYANDARI;DUSUN I DESA PARDOMUAN;Simanindo;Pardomuan
SIMON PRAJA HOT PARULIAN PASARIBU;HUTA BARU;Pangururan;Situngkir
ERNITA SINAGA;PARLUASAN RT. 000 RW. 000;Simanindo;Tomok Parsaoran
SERIGANDA NAIBAHO;JL KEJAKSAAN;Pangururan;Pasar Pangururan
FYRIDA FETRO NELLA NAIBAHO;LUMBAN NADEAK, DESA SITOLUHUTA KEC. PANGURURAN;Pangururan;Sitolu Huta
CHRISTINE TOGU ULI SIMANIHURUK;HUTA BOLON;Pangururan;Huta Bolon
MARULAK RUMAHORBO;PANGALOAN;Simanindo;Garoga
SUDUT SAMOSIR;LIMBONG;Sianjur Mulamula;Sarimarrihit
NIMROT MAROJAK MANALU;PARBALOHAN;Palipi;Saornauli Hatoguan
RIDWAN JANTER NADEAK;SITUMPOL;Palipi;Saornauli Hatoguan
MERRY SURYANI;SOSOR;Sianjur Mulamula;Aek Sipitudai
ERI PARDAMEAN SIHITE;SIOPAT SOSOR, SIOPAT SOSOR, PANGURURAN;Pangururan;Siopat Sosor
YULIVER SIDABALOK;SIMANINDO SANGKAL, SAMOSIR;Simanindo;Simanindo Sangkal
NURSI SITINJAK;SIARSAM;Onan Runggu;Harian
DENITA;BINANGA BORTA;Pangururan;Lumban Suhi Suhi Toruan
Cahaya sihombing;Dusun L Bong Bong;Harian;Hariara Pintu
Evi silva p sitanggang;Dusun Ii Desa Parlondut;Pangururan;Parlondut
HALASSON SIDABUTAR;TOMOK;Simanindo;Tomok Parsaoran
BETTY VITRIANI SIMBOLON;LUMBAN SIMBOLON;Pangururan;Parlondut
RONATAL SINAGA;JL SIMANINDO;Pangururan;Pardugul
LATIF SINABUTAR;HUTA RAJA;Pangururan;Lumban Suhi Suhi Toruan
RAJAMIN PETRUS SINABARIBA;SUKA RAMAI ;Pangururan;Pardomuan Nauli
Nursinta simbolon;Harihara Pintu;Harian;Hariara Pintu
DELMAN SITUMORANG;LONTUNG;Simanindo;Parmonangan
ROBBY NICO SIMBOLON;JLN DR F LBN TOBING;Pangururan;Pardomuan I
CANRA SITUMORANG;JL, SAIT NIHUTA;Simanindo;Parmonangan
HIPRON ANWAR MARBUN;GINOLAT;Sianjur Mulamula;Ginolat
ZICO MARDO HARIANJA;JL DI PANJAITAN;Pangururan;Pardomuan I
RISMAULI MALAU;MADUMA;Simanindo;Maduma
LAMSON SITANGGANG;JL. RONGGUR NIHUTA;Pangururan;Pardomuan I
TURMAN PANDEANGAN;HOLBUNG;Sitio-tio;Holbung
Emiliana sitinjak;Harihara Pintu;Harian;Hariara Pintu
LENNI MANURUNG;SIOPAT SOSOR, PANGURURAN;Pangururan;Siopat Sosor
ROSALIN P MANULLANG;LUMBAN SILALAHI;Pangururan;Pintusona
MARET LIMBONG;ONAN LIMBONG;Sianjur Mulamula;Aek Sipitudai
RINA NAIBAHO;JL. TANAH LAPANG, PASAR PANGURURAN, PANGURURAN;Pangururan;Pasar Pangururan
JONNY SINAGA;SIGARANGGARANG;Simanindo;Tanjungan
Hotni helena sinaga;Dusun Lll Perbatasan;Harian;Hariara Pintu
LAMSON SINAGA;SIUPAR;Palipi;Pardomuan Nauli
MARSIHA SIMBOLON;HARANGGASAN;Sitio-tio;Cinta Maju
GARUDA SIMANDALAHI;HASINGGAHAN;Sianjur Mulamula;Hasinggahan
SOTAR SIADARI;UNJUR;Simanindo;Unjur
JUAL JAGUNG <Hotria lusiana tamba>;Silalahi;Pangururan;Pardomuan I
MAGDALENA CINDY APERINA TURNIP;KAMPUNG KRISTEN ;Simanindo;Maduma
DUMASI SINAGA;PASARAN;Nainggolan;Pasaran I
MANIBUN MARPAUNG;PASAR NAINGGOLAN;Nainggolan;Nainggolan
HERIANTO SINABUTAR;PANJAITAN,SIBORO,SIANJAR MULA-MULA;Sianjur Mulamula;Siboro
INDAH SITUMORANG ;SIMULLOP DUSUN.LINGK.11;Pangururan;Siogung - Ogung
BINNER HABEAHAN;HABEAHAN NABURAHAN, HABEAHAN NABURAHAN, SIANJUR MULA-MULA;Sianjur Mulamula;Habeahan Naburahan
SANLY SINAGA;SIMBOLON PURBA;Palipi;Simbolon Purba
NURHAYATI;HUTA RAJA;Pangururan;Lumban Suhi Suhi Toruan
FITRI ENJELINA SITINJAK;LIMBONG;Sianjur Mulamula;Sarimarrihit
PEREN SITUMORANG;SOSOR SIBADAR;Palipi;Suhut Nihuta Pardomuan
Tiamin sagala;Harian;Harian;Hariara Pintu
SANTIKA BR SIHALOHO;SIOPAT SOSOR;Pangururan;Siopat Sosor
PIRDO WANTO SITANGGANG;SIGAOL MARBUN;Palipi;Sigaol Marbun
HOTDINA PARHUSIP;SIMANGAMBONG;Palipi;Parsaoran Urat
RANTIMA SINURAT;JL. LURUS;Simanindo;Garoga
ABORSON SIMBOLON;PARMANUHAN;Pangururan;Rianiate
SORTA SIPAYUNG;ONAN TUNGKUP, HUTA TINGGI;Pangururan;Huta Tinggi
RIANTO R SITANGGANG;RONGGUR NIHUTA;Ronggur Nihuta;Ronggur Ni Huta
SABAR TOMI SUSANTO PARDEDE;JL. PULO SAMOSIR;Pangururan;Pasar Pangururan
MEI SIMALANGO;UPAHODA;Pangururan;Pardomuan I
ABDUL KARIM;JL.SIANTAR MULAMULA;Pangururan;Pasar Pangururan
LUBOYAFRANSISKA SITUMORANG;SIMPANG LITONG;Harian;Partungko Naginjang
ALEXANDO SIMBOLON;RIANIATE;Pangururan;Rianiate
PUTRI NOVITA SARI;PINDARAYA, ;Simanindo;Siallagan Pindaraya
RIDHO ANGGRENI NAIBAHO;JL DR. HADRIANUS SINAGA, PINTU SONA, PANGURURAN;Pangururan;Pintusona
NOVIA SIRINGORINGO;SIPINGGAN;Nainggolan;Sipinggan
JAUTIR SIMBOLON;JL. USKUP AGUNG;Pangururan;Pardomuan I
ROTUA NADEAK;RONGGGURNIHUTA;Ronggur Nihuta;Ronggur Ni Huta
WATER SPORT KELURAHAN TUKTUK SIADONG, PT;GEDUNG TIC (TOURIST INFORMATION CENTER);Simanindo;Tuk-Tuk Siadong
RISTA MARBUN;SAIT NIHUTA;Nainggolan;Siruma Hombar
ROLAS PANDAPOTAN MANURUNG;PULO;Simanindo;Tuk-Tuk Siadong
GABRIEL MANDIRI SEJAHTERA;Sitio-tio;Nainggolan;Pananggangan II
MASRUN SINAGA;SIBATUARA;Palipi;Urat Timur
MANGIHUT MARULITUA HALOMOAN MALAU;SOSOR BULU;Simanindo;Cinta Dame
ROSMERY ESTERLINA BANGUN;Jl. Ronggur nihuta;Pangururan;Pardomuan I
MELY YANTI SINURAT;HARAPOHAN;Pangururan;Lumban Suhi Suhi Dolok
CINDY AGUS PURNAMA MUNTHE;BUNTU RAJA;Onan Runggu;Harian
SAMSIR SITANGGANG;PASAR SILENGGE;Pangururan;Huta Tinggi
MARASIL PASARIBU;JANJI MARTAHAN;Harian;Janji Martahan
SUSANTI WAHYUNI TAMPUBOLON;LUMBAN DOLOK;Sianjur Mulamula;Sarimarrihit
ROSTIKA GULTOM;SIMANAMPANG, SIDEAK, PALIPI;Palipi;Sideak
Ruminta sitanggang;Paaar Pangururan;Pangururan;Pasar Pangururan
ROMASI AMBARITA;LUMBAN LINTONG;Ronggur Nihuta;Lintong Ni Huta
Cerlista pintubatu;Dusun Bong Bong;Harian;Hariara Pintu
JANAMPE SIMANJORANG;BAHAL BAHAL;Sianjur Mulamula;Hasinggahan
BERLINA NATARIA PARDOSI;SITORNONG;Nainggolan;Sipinggan
RR BOLEUSON PANGONDIAN SIHOTANG;BONAN DOLOK;Harian;Sampur Toba
SABAM MARHANSIT LUMBANRAJA;SILULU;Nainggolan;Pangaloan
SANRIKO SINAGA;JL.DI PANJAITAN;Pangururan;Pardomuan I
JERNITA SINAGA;LBN TANDING;Nainggolan;Pananggangan I
JANNUS SIHOTANG;TELE;Harian;Partungko Naginjang
TOROP SITANGGANG;PARLONDUT;Pangururan;Parlondut
KENROTUA PANDIANGAN;SIDEAK GODANG;Palipi;Sideak
FEBRYS RUMAHORBO;AMBARITA, AMBARITA, SIMANINDO SAMOSIR;Simanindo;Ambarita
Herlida simarmata;2,1711E+17;Harian;Hutagalung
DOLLY SILALAHI;SOSOR GALUNG;Simanindo;Tuk-Tuk Siadong
FANDRYAL LUMBANRAJA;BANJAR TONGA;Onan Runggu;Harian
SINTONG SIMARMATA;SITINDORAS;Simanindo;Sihusapi
HOTMIDA SIHOMBING;HARIAN BOHO,TURPUK LIMBONG,HARIAN, ;Harian;Turpuk Limbong
LAURENTIUS SILALAHI;JL. DR. HADRIANUS SINAGA;Pangururan;Pardomuan I
JOSE A.P SAMOSIR;PARDOMUAN;Simanindo;Pardomuan
KARNITA LUMBANRAJA;PAMGALOAN;Nainggolan;Pangaloan
GUNAWAN;SIGUKGUK;Onan Runggu;Huta Hotang
LASMIDA SIMBOLON;JL. HUTA NAMORA;Pangururan;Huta Namora
MULA MARBUN;SIGALINGGING;Palipi;Sigaol Marbun
MASRI SITANGGANG;SIMANGONDING ;Pangururan;Siogung - Ogung
SWARDIMAN SITUMORANG;SIBAGAS;Nainggolan;Pasaran I
BANI UHUR SITIO;KOMPLEKS PERKANTORAN PARBABA;Pangururan;Siopat Sosor
KOMMI OGIANIS SINURAT;SOSOR NANGKA;Pangururan;Parlondut
AMBOLAS SITANGGANG;DUGUL SIANTAR;Ronggur Nihuta;Salaon Toba
ALPINBER SILALAHI;PULO;Simanindo;Tuk-Tuk Siadong
KORMA AULIA SIHOMBING;Lumban Tonga Tonga;Pangururan;Parlondut
KRISMAN SITUMORANG;SIPOLTONGAN;Nainggolan;Pasaran Parsaoran
JOSEP MARNAEK GURNING;JL. DI PANJAITAN;Pangururan;Pardomuan I
TIORO SIRINGORINGO;SIPINGGAN;Nainggolan;Sipinggan
ALPON SIHOTANG;HARIARA POHAN;Harian;Hariara Pohan
LAMLAM SIMBOLON;JALAN DR FL TOBING;Pangururan;Pardomuan I
ICCA JENIFER NAIBAHO ;PANAHATAN;Pangururan;Siogung - Ogung
CHRISTINA HERSISKA AMBARITA;JL. RONGGUR NIHUTA;Pangururan;Pardomuan I
NENNA R MALAU;SOSOR MAMUNGKA;Simanindo;Cinta Dame
SABAR SAGALA;GINOLAT,SIANJUR MULA-MULA;Sianjur Mulamula;Ginolat
POSMELITA SINAGA;KOMPLEX SMA HKBP;Pangururan;Pasar Pangururan
UDUR H.U. SITUMORANG;PARMONANGAN;Simanindo;Parmonangan
LABATUA TAMBA;TAMBA DOLOK;Sitio-tio;Tamba Dolok
EVITA SRY NAINGGOLAN;SOSOR DOLOK;Harian;Sosor Dolok
RUMINTA RUMAPEA;PALIPI;Palipi;Palipi
RIFENNY CORNELIA NAIBAHO;TANJUNG BUNGA, TANJUNG BUNGA, PANGURURAN;Pangururan;Tanjung Bunga
RIANI RIGOBERTA SITANGGANG;JANJI MARTAHAN,JANJI MARTAHAN,HARIAN, ;Harian;Janji Martahan
ESTER SIREGAR;JL. BESAR DUSUN II;Onan Runggu;Janji Matogu
NURYATI SITUMORANG;SIHOLI-HOLI;Pangururan;Huta Namora
PAHALA LAMBAS TRIPUTRI SINAGA, PT;PARTUNGKONAGINJANG;;
MARTOGI SINAGA;SIBAGANDING;Nainggolan;Sibonor Ompu Ratus
SIBUHA BUHA;Cinta Maju;Sitio-tio;Cinta Maju
YOSAPAT JONRI SITANGGANG - PENGANGKUTAN EKSPEDISI HASIL BUMI;PEA NABOLAK;Ronggur Nihuta;Sabungan Ni Huta
KATARINA SITANGGANG;JL.DR.HADRIANUS SINAGA;Pangururan;Pintusona
SANTI MALAU;SIOPAT SOSOR;Pangururan;Siopat Sosor
OLO MANGIHUT SITUMORANG;SIBATUARA;Palipi;Urat Timur
RUMINA SITOHANG;SITANGGANG BAU;Pangururan;Parsaoran I
KARYA MAWATI SINAGA;JL, SILIMA TALI;Simanindo;Garoga
MANSIUR LUMBAN SIANTAR;LUMBAN SIANTAR;Nainggolan;Sipinggan Lumban Siantar
DARWAN PURBA;RONGGUR NIHUTA;Ronggur Nihuta;Ronggur Ni Huta
USMAN LUMBAN RAJA;PANGALOAN;Nainggolan;Pangaloan
RIDUANTO SITUMORANG;LUMBAN BUNTU;Nainggolan;Pananggangan I
RISRO LEORANDO SILALAHI;SIMANINDO;Simanindo;Simanindo
VETER HANJIAN SIMBOLON;SIANTING ANTING;Pangururan;Sianting - Anting
MELINTON SIRINGO;SAOR NAULI HATOGUAN;Palipi;Saornauli Hatoguan
TOMY SIHOTANG;HARIAN BOHO;Harian;Turpuk Sihotang
Cinta sinaga;Hariara Pintu;Harian;Hariara Pintu
ROSPITA NAIBAHO;HAMENTE;Palipi;Sigaol Marbun
Linda sitanggang;Dusun L Bong Bong;Harian;Hariara Pintu
PANTAS ALASIM SIMARMATA;HUTA BOLON;Pangururan;Huta Bolon
SANTO SINAGA;HOLBUNG;Sitio-tio;Holbung
TOKO MATERIAL <BENNY JONNIES MARULITUA SIRINGORINGO>;PASAR NAINGGOLAN;Nainggolan;Sipinggan
Rosdeliani sinurat;Huta Galung;Harian;Hutagalung
CHINTIA MARIOKY NAIBAHO;SOSOR SIAHAAN;Pangururan;Pardomuan I
ASRI SIMANJUNTAK;SIOPAT SOSOR;Pangururan;Siopat Sosor
MANGAPUL SITINJAK;TOMOK PARSAORAN;Simanindo;Tomok Parsaoran
SAUT MAROLOP LUMBANRAJA;PANGALOAN;Nainggolan;Pangaloan
NURHAIDA LAMRUMIRIS SITUMORANG;SOSOR PASIR;Nainggolan;Pasaran I
ANDI SIMBOLON;HARANGGASAN;Sitio-tio;Cinta Maju
SONTIARA NAIBAHO;JLN.SISINGAMANGARAJA;Pangururan;Pasar Pangururan
JHON RIZKI OKTOMI PURBA;NAINGGOLAN;Nainggolan;Siruma Hombar
ULI ARTA NAIBAHO;JLN.DR.F LBN TOBING;Pangururan;Pardomuan I
ERIKSON BAHARIJAYA MANIK;JLN.GEREJA;Pangururan;Pasar Pangururan
LIDYA DEWI ANGRAINI SINAGA;JL. DI PANJAITAN ;Pangururan;Pardomuan I
REZINA MASLY SIMANJORANG;SIAMBALO;Pangururan;Huta Namora
ESRON HASIHOLAN SIHALOHO;BONAN DOLOK;Sianjur Mulamula;Bonan Dolok
RISSIE A. MANIK;ONAN RIHIT;Harian;Turpuk Limbong
HUNTAL WIRO SAGALA;SITABU;Sianjur Mulamula;Bonan Dolok
RUSPINDO SITUMORANG;PANJOMURAN;Nainggolan;Pasaran Parsaoran
BUNNAWATI NAINGGOLAN;SIARSAM ;Onan Runggu;Harian
HOTNA SITANGGANG;TIGA URAT;Pangururan;Parlondut
RIWANTO SUPRIADI SINAGA;LUMBAN HARIARA;Onan Runggu;Janji Matogu
INDRIANY MAGDALENA SIHOTANG;JL.SIMANINDO KM 30;Pangururan;Pardugul
IMEL SIMBOLON;LUMBAN JANJI, GINOLAT, SIANJAR MULA-MULA;Sianjur Mulamula;Ginolat
SOIMAN NAINGGOLAN;HUTAPARIK;Pangururan;Siogung - Ogung
KATARINA EFRIYANI MANURUNG;AMBARITA, AMBARITA, SIMANINDO;Simanindo;Ambarita
HOTMIANNA SITANGGANG;DUGUL SIANTAR;Ronggur Nihuta;Salaon Toba
MINDA SANI TAMARA GULTOM;UNJUR, SIMANINDO, SAMOSIR, SUMATERA UTARS;Simanindo;Unjur
ERLINAWATY SINAGA;LUMBAN HARIARA;Onan Runggu;Janji Matogu
ROI ANDONG HUTAGAOL;SIPINGGAN;Palipi;Sigaol Simbolon
BENGKEL <ADIL ADAMS>;JL. D.I PANJAITAN NOMOR 95;Pangururan;Pardomuan I
FERONIKA MARWANI NAINGGOLAN;JANJIMALASANG, MARLUMBA, SIMANINDO;Simanindo;Marlumba
SETINA ESTERINA SIMANIHURUK;HUTA GODANG;Pangururan;Sialanguan
O MARITO SINURAT;PARRUGUL;Pangururan;Pardugul
YOSUA PARLINDUNGAN SITANGGANG ;JL. DR. HADRIANUS SINAGA;Pangururan;Pintusona
INDAH MIKANA SIMBOLON;JL DR HADRIANUS SINAGA;Pangururan;Pintusona
HERMINA SITUMORANG;SIALAMAN, SINAGA URUK PANDIANGAN;Nainggolan;Sinaga Uruk Pandiangan
LORENZO;Samosir;;
JUJUR BASAR ALBINER HUTAGAOL;SIOPAT SOSOR;Pangururan;Siopat Sosor
RUGUN;PERBATASAN;Harian;Hariara Pintu
MELKI MARBUN;JLN. DR. HARDIANUS SINAGA;Pangururan;Pardomuan I
MANOTAR SAMOSIR;UMAGING;Onan Runggu;Tambun Sungkean
EFFENDI SIDABUTAR;JL. PASAR BARU;Simanindo;Tomok
OKY BOYNARE GURNING - PENGEMPUL HASIL PERTANIAN;PARADUAN;Ronggur Nihuta;Paraduan
BUDIMAN POHAN;LIMBAN NADEAK;Pangururan;Sitolu Huta
SHANTY;LUMBAN LINTONG;Pangururan;Pardomuan I
JUAL SEMBAKO <AMINUDIN YOSEP>;JALAN RONGGUR NIHUTA;Pangururan;Pardomuan I
TAMPERAJA SITUMORANG;PEATOLONG;Pangururan;Sinabulan
HENRISON TURNIP;BONAN DOLO;Harian;Sampur Toba
JUNITA ROSONDANG ROMAULI NAINGGOLAN;LUMBAN NAINGGOLAN;Simanindo;Parbalohan
MELINSUI SITUMORANG;HUTAPARIK;Pangururan;Siogung - Ogung
MEY RC SIDABUKKE;SILALAHI;Pangururan;Pardomuan I
AGUS SITOHANG;SIANTARANTAR;Palipi;Huta Dame
ASTRI ELIDA RAMBE;SIMARMATA, SIMARMATA, SIMANINDO, SAMOSIR;Simanindo;Simarmata
MANOGER SINAGA;SIMBOLON PURBA;Palipi;Simbolon Purba
ROIDA SITUMORANG;RANGSANG BOSI;Sitio-tio;Buntu Mauli
HALOMOAN SINAGA;HUTA BOLON, TOMOK, SIMANINDO;Simanindo;Tomok
SRINELLY HEPPY PASARIBU;JL PUTRI LOPIAN;Pangururan;Pardomuan I
SRI MELIN MANURUNG;SIGAMAL;Simanindo;Tomok Parsaoran
ROULINA SINAGA;SIOPAT SOSOR;Pangururan;Siopat Sosor
EDIMAWAN SINAGA;DUSUN I BONGBONG;Harian;Hariara Pintu
TUMPAK GULTOM;PARBULANAN;Onan Runggu;Huta Hotang
DAMSON GULTOM;GONTING;Onan Runggu;Pardomuan
BOYAN SIRINGORINGO;LUMBAN BUNTU;Ronggur Nihuta;Sijambur
DEWI EPRIANI BUTARBUTAR;SIIGAR IGAR;Pangururan;Rianiate
HENRIANA SINURAT;PASAR SILENGGE;Pangururan;Huta Tinggi
MARIANI SINAGA;LUMBAN SITIO;Simanindo;Simanindo
BARIS SIREGAR;JANJIRAJA;Sitio-tio;Janji Raja
DAULAT AMBARITA;TOMOK;Simanindo;Tomok Parsaoran
ROBBY BINUR;JL BARU SITANGGANG BAU;Pangururan;Parsaoran I
NOVITA TIARASI AMBARITA;UNJUR DUSUN III;Simanindo;Unjur
RATNA MANIK;TOLPING;Simanindo;Martoba
REINHEART TAMBA;TAMBA DOLOK;Sitio-tio;Tamba Dolok
MANURIA ERNAWATI PAKPAHAN;HUTARAJA;Onan Runggu;Pakpahan
SUDIARTO SAGALA ;HOLBUNG;Sitio-tio;Holbung
SANDONAL SIRINGORINGO;HOLBUNG;Sitio-tio;Holbung
OKTO DEDI GUNAWAN SINAGA;BANEARA;Harian;Partungko Naginjang
SELFI SIRAIT;SIUNTEGODANG;Simanindo;Pardomuan
TINA MALAU;KOMP. PENGAIRAN;Pangururan;Sianting - Anting
TENTIANA MALAU;TOMOK;Simanindo;Tomok
USMAN SIMARMATA;SIMARMATA;Simanindo;Simarmata
ELVINA WATI SIMBOLON;SIRIHIT-RIHIT;Pangururan;Parmonangan
LEFRIN MANIK;BATU PORHIS;Simanindo;Maduma
JINDAR LUMBAN BATU;BANEARA;Harian;Partungko Naginjang
RIHA F. SITANGGANG;DUSUN SOSOR NABOLAK;Sianjur Mulamula;Bonan Dolok
ROBINSON SIMBOLON;JANJI MARIA DUSUN III DESA SIGAOL SIMBOLON KECAMATAN PALIPI KABUPATEN SAMOSIR PROVINSI SUMATERA UTARA;Palipi;Sigaol Simbolon
RICHARDSON SIMBOLON;LUMBAN SILALAHI;Pangururan;Pintusona
REYNELDA RUMAPEA;PETAK;Palipi;Palipi
Ati pasaribu;Hariara Pintu;Harian;Hariara Pintu
ROMA SITANGGANG ;LUMBAN SINURAT;Pangururan;Pardugul
OKTARIKA BERLINA SITANGGANG;PARDUGUL;Pangururan;Pardugul
WINDRA YATI;JL.RONGGUR NI HUTA;Pangururan;Pardomuan I
BRONSON TM. SIALLAGAN;DS. III. SIALLAGAN;Simanindo;Siallagan Pindaraya
PARNASIB ETNIK;TOMOK PARSAORAN;Simanindo;Tomok Parsaoran
Desy nurita nainggolan;Lumban Bona Bona;Pangururan;Lumban Pinggol
PATAR SIMBOLON;SITIO TIO;Palipi;Sigaol Simbolon
jeger (TUA HOTDISON SITUMORANG);soburan;Palipi;Urat Timur
LOITA SITANGGANG ;SIMULLOP;Pangururan;Siogung - Ogung
MARUDIN JULIAN PAET NADEAK;TANJUNG BUNGA;Pangururan;Tanjung Bunga
DAPOT SIALLAGAN;JL. PASAR SITOBU;Simanindo;Garoga
RIANA SIMBOLON;HARIAN BOHO;Harian;Turpuk Limbong
